Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column,Lemmatized_Column,Final_cleaned
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,15-11-2022,Incident,               hardware issue  laptop performance,                hardware issue   laptop performance,hardware issue laptop performance
AM,Active Directory,United States,Deskside,Software (Maxon)  -  Unable to update it / Admin rights required,Y,14-11-2022,Incident,software maxon    unable to update it  admi,software maxon     unable to update it   admi,software maxon
AM,,United States,Deskside,JLL Admin rights - Project Online Assistance,Y,14-11-2022,Incident,      jll admin rights  project online assistance,       jll admin right   project online assistance,jll admin project online assistance
AM,Printer,United States,Deskside,Not detecting Printer to scan,Y,17-11-2022,Incident,                     not detecting printer to scan,                      not detect printer to scan,detect printer
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,22-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
EMEA,,United Kingdom,Deskside,Reported Issue - Other / Miscellaneous,Y,09-12-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,Password,United States,Deskside,JLL Account - Password reset issues,Y,10-11-2022,Incident,               jll account  password reset issues,                jll account   password reset issue,jll account password reset issue
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,14-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AM,,Canada,Deskside,Outlook - Security Alert message,Y,14-11-2022,Incident,                  outlook  security alert message,                   outlook   security alert message,outlook security alert message
AM,Hardware,United States,Deskside,Hardware Issue - Monitor,Y,11-11-2022,Incident,                          hardware issue  monitor,                           hardware issue   monitor,hardware issue monitor
AM,,United States,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,16-11-2022,Incident,    application issue  adobe acrobat or nitro pdf,     application issue   adobe acrobat or nitro pdf,application issue adobe acrobat nitro pdf
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Wallpaper Settings,Y,11-11-2022,Incident,        hardware issue  laptop wallpaper settings,         hardware issue   laptop wallpaper setting,hardware issue laptop wallpaper setting
AM,,United States,Deskside,In Design - Application is not opening,Y,11-11-2022,Incident,            in design  application is not opening,             in design   application be not open,design application
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,11-11-2022,Incident,                          hardware issue  printer,                           hardware issue   printer,hardware issue printer
AM,Laptop,United States,Deskside,Hardware Issue - Laptop: suddenly restarts without warning or cause,Y,24-11-2022,Incident,hardware issue  laptop suddenly restarts with,hardware issue   laptop suddenly restart with,hardware issue laptop
AM,,United States,Deskside,JLL  Adobe Acrobat Pro Login error,Y,22-11-2022,Incident,                jll  adobe acrobat pro login error,                 jll   adobe acrobat pro login error,jll adobe acrobat pro login error
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop,Y,21-12-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,,United States,Deskside,JLL One note - Shared note is not opening  on mac device,Y,07-12-2022,Incident,jll one note  shared note is not opening  on m,jll one note   share note be not open   on m,note share note
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Performance issue,Y,14-11-2022,Incident,     jll hardware issue  laptop performance issue,      jll hardware issue   laptop performance issue,jll hardware issue laptop performance issue
AM,Email,United States,Deskside,Email - Issue sending or receiving reported,Y,16-11-2022,Incident,       email  issue sending or receiving reported,        email   issue send or receiving report,email issue
AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,14-11-2022,Incident,  reported issue  application  outlook desktop,   report issue   application   outlook desktop,report issue application outlook desktop
AM,Windows / OS,United States,Deskside,Word Issues - MergeFormat?,Y,21-11-2022,Incident,                        word issues  mergeformat,                         word issue   mergeformat,word issue mergeformat
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,14-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,,United States,Deskside,Adobe Standard DC -  Installation on a new computer,Y,14-11-2022,Incident,adobe standard dc   installation on a new comp,adobe standard dc    installation on a new comp,standard dc installation new comp
AM,,United States,Deskside,Software install    [ ref:_00D409ovR._5008Z234s0v:ref ],Y,14-11-2022,Incident,software install     ref_00d409ovr_5008z234s,software install      ref_00d409ovr_5008z234s,software install ref_00d409ovr_5008z234s
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,13-11-2022,Incident,        reported issue  hardware  laptop_desktop,         report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
AM,,United States,Deskside,Issue - Local Admin Credentials,Y,14-11-2022,Incident,                   issue  local admin credentials,                    issue   local admin credential,issue local admin credential
AP,Windows / OS,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,13-11-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AP,Windows / OS,Singapore,Deskside,Error,Y,13-11-2022,Incident,                                             error,                                              error,
AP,M365,Hong Kong,Deskside,Application Issue - RE: Microsoft Teams problem,Y,20-11-2022,Incident,   application issue  re microsoft teams problem,    application issue   re microsoft team problem,application issue re microsoft team problem
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop 11-10 update for 11//11,Y,18-11-2022,Incident,reported issue  hardware  laptop_desktop 111,report issue   hardware   laptop_desktop 111,report issue hardware laptop_desktop
AM,,United States,Deskside,JLL Admin Rights Jabra software update.,Y,14-11-2022,Incident,           jll admin rights jabra software update,            jll admin right jabra software update,jll admin jabra software update
AP,Active Directory,Hong Kong,Deskside,Frequent Lock Out,Y,27-11-2022,Incident,                                 frequent lock out,                                  frequent lock out,frequent lock
AP,,Hong Kong,Deskside,Application Issue - Unicorn [Victor],Y,10-11-2022,Incident,              application issue  unicorn victor,               application issue   unicorn victor,application issue unicorn victor
AP,Windows / OS,Hong Kong,Deskside,Application Issue - Video Inserting Issue [Solved],Y,16-11-2022,Incident,application issue  video inserting issue solved,application issue   video inserting issue solve,application issue video
AP,Laptop,Australia,Deskside,Network Issues - laptop not connecting to wifi connection,Y,27-11-2022,Incident,network issues  laptop not connecting to wifi ,network issue   laptop not connect to wifi,network issue laptop
AP,M365,China,Deskside,Application Issue - Office license,Y,11-11-2022,Incident,                application issue  office license,                 application issue   office license,application issue office license
EMEA,,Poland,Deskside,Reported Issue - Other / Miscellaneous,Y,09-12-2022,Incident,            reported issue  other  miscellaneous,             report issue   other   miscellaneous,report issue
AP,Laptop,India,Deskside,Today (04-Nov-2022) is my last working day with JLL and I have some personal data with in JLL laptop,Y,14-11-2022,Incident,today 04nov2022 is my last working day with,today 04nov2022 be my last working day with,
AP,Windows / OS,China,Deskside,Peoplesoft Finance Login Issue,Y,29-11-2022,Incident,                    peoplesoft finance login issue,                     peoplesoft finance login issue,peoplesoft finance login issue
EMEA,Printer,United Kingdom,Deskside,Hardware Issue - Printer,Y,11-11-2022,Incident,                          hardware issue  printer,                           hardware issue   printer,hardware issue printer
AP,,Hong Kong,Deskside,Resolved - Unicorn Database Issue,Y,11-11-2022,Incident,                 resolved  unicorn database issue,                  resolve   unicorn database issue,unicorn database issue
AP,Windows / OS,Hong Kong,Deskside,Request a new mouse and adapter  (Ryan Li),Y,23-11-2022,Incident,        request a new mouse and adapter  ryan li,         request a new mouse and adapter   ryan li,new mouse adapter ryan li
AP,M365,India,Deskside,Application Issues,Y,21-11-2022,Incident,                                application issues,                                 application issue,application issue
