close notes,resolver grp,summary,Cleaned_Column
"Issue Identification: ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on xa6504c label 88e6af70 has currently 19  is available
"Issue Identification: ALERT: DISK SPACE on XA6514-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6514-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6514c label 88e6af70 has currently 20  is available
"Resolution notes copied from Parent Incident: Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently",Windows Support, NODE ALERT: GBVVSML5 is Down, node alert gbvvsml5 is down
"Resolution notes copied from Parent Incident: Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently",Windows Support, NODE ALERT: GBVVSUST0 is Down, node alert gbvvsust0 is down
"Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently",Windows Support, NODE ALERT: GBVC1HV0 is Down, node alert gbvc1hv0 is down
"Resolution notes copied from Parent Incident: Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently",Windows Support, NODE ALERT: GBVVSML6 is Down, node alert gbvvsml6 is down
"Resolution notes copied from Parent Incident: Hyper V server got rebooted , Logs taken and sent to Dell team to review since the mother board has replaced recently",Windows Support,Warning Alert: Memory Utilization on GBVC0HV0 is : 97 %,warning alert memory utilization on gbvc0hv0 is  97 
"Application: SQL Components 

Application Component: SQL online

Application State: Up

Node Name : GBVVSCM1

IP Address: 10.224.40.123

Component Statistic Data: 0

Component Message: 

",MS SQL Database Support,Critical ALERT:  SQL Components component  on GBVVSCM1 shows Up,critical alert  sql components component  on gbvvscm1 shows up
Node is UP now,Linux Support,ALERT: rtfpoc-wrk04.haasgroupintl.com is Down,alert rtfpocwrk04haasgroupintlcom is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-BI01 is Critical	,alert cpu utilization on ausbi01 is critical	
"Application Component: Failed jobs

Application State: Up

Node Name : GBVVSCM1

IP Address: 10.224.40.123

Component Statistic Data: 0

Component Message: No failed jobs found",MS SQL Database Support,Critical ALERT:  SQL Components component  on GBVVSCM1 shows Down,critical alert  sql components component  on gbvvscm1 shows down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: US-AUS2-2921-R01.wescoaircraft.com is Down,tier 1  critical alert usaus22921r01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on US-AUS2-2921-R01.wescoaircraft.com,tier 1  critical alert wan interface unreachable on usaus22921r01wescoaircraftcom
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on US-AUS2-2921-R01.wescoaircraft.com,tier 1  critical alert wan interface unreachable on usaus22921r01wescoaircraftcom
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Alert: CPU Utilization on AUS-MCL01 is Critical	,alert cpu utilization on ausmcl01 is critical	
Checked the  idrac iP and found idrac IP  PING success. connected to IP and found server is back to normal,Backup Support,NODE Down ALERT: iDRAC-9TQS2T2 is Down,node down alert idrac9tqs2t2 is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-CHA-891-PWR-R01.wescoaircraft.com is Down,tier 3  critical device down uscha891pwrr01wescoaircraftcom is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-BI01 is Warning	,alert cpu utilization on ausbi01 is warning	
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - PWC: Chatsworth - AMER - 9001 Lurline Avenue, Chatsworth, CA 91311, USA",group alert group is down  network team tickets tier3  pwc chatsworth  amer  9001 lurline avenue chatsworth ca 91311 usa
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-STU-VGT-891-R01.wescoaircraft.com is Down,tier 3  critical device down usstuvgt891r01wescoaircraftcom is down
"Issue Identification:  DISK SPACE on XA6522-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Due to the selected VDI disk not working so we have changed the option to prod disk, Now it's working fine. 
SolarWinds Confirmation (Yes/No):  Yes.",Citrix Support,ALERT: DISK SPACE on XA6522-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6522c label 88e6af70 has currently 20  is available
"Alert reset - issue detected as resolved by Orion
Orion Alert Details",Windows Support,Warning Alert: Memory Utilization on GBVVSDS0 is : 94 %,warning alert memory utilization on gbvvsds0 is  94 
Webserver restarted and the utilization is normal now.,Linux Support,Alert: CPU Utilization on tcmprd-ws06.tcmis.com is Critical,alert cpu utilization on tcmprdws06tcmiscom is critical
Restarted server to fix chem label issue.,Windows Support,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,critical alert  a microsoft iis component  on ausghs01 is in a current state of down
Now the utilization is normal,Linux Support,Alert: Memory Utilization on tcmprd-ws06.tcmis.com is warning,alert memory utilization on tcmprdws06tcmiscom is warning
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",JDE CNC Technical,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Critical,critical alert  a jde_webserver_services component  on gjdeweb01 is in a current state of critical
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",JDE CNC Technical,Alert: CPU Utilization in GJDEWEB01 is Critical	,alert cpu utilization in gjdeweb01 is critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 95 %,warning alert memory utilization on usazsccmcas01 is  95 
Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,warning alert memory utilization on gbvfsmo0 is  94 
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",JDE CNC Technical,Alert: CPU Utilization in GJDEWEB07 is Critical	,alert cpu utilization in gjdeweb07 is critical	
"Issue Identification: ALERT: DISK SPACE on DALLAS-FILE01-C:\ Label: 4608119A has currently 15 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After clearing the Windows Team folder files of 40GB data it provides more space. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,ALERT: DISK SPACE on DALLAS-FILE01-C:\ Label: 4608119A has currently 15 % is available,alert disk space on dallasfile01c label 4608119a has currently 15  is available
"Issue Identification: NODE Down ALERT: XA6524 is Down. 
Resolution: Due to selected one of the PVS servers (XAPVS601) is not responding mode and TFTP service also stope mode, So we rebooted it, After restart, it's working fine. Now all servers are getting booted. 
SolarWinds Confirmation (Yes/No):  Yes. ",Windows Support,ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6524c label 88e6af70 has currently 20  is available
Now the utilization is normal. Reset email generated. ,Linux Support,Alert: Memory Utilization on tcmprd-haasr02.tcmis.com is warning,alert memory utilization on tcmprdhaasr02tcmiscom is warning
"Issue Identification: CPU Utilization on G-OPTIOPD is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: UK-WOL3-891F-R01.wescoaircraft.com is Down,tier 3  critical device down ukwol3891fr01wescoaircraftcom is down
Webserver restarted and the component is UP now.,Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws07.tcmis.com is Down,critical alert  a tcmis services 20 component  on tcmprdws07tcmiscom is down
Webserver restarted and the component is UP now.,Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws07.tcmis.com is Down,alert  a m5 monitoring tomcat component  on tcmprdws07tcmiscom is down
"Issue Identification: CPU Utilization on TXAU-MLEINTEST1 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on TXAU-MLEINTEST1 is Critical	,alert cpu utilization on txaumleintest1 is critical	
"Issue Identification: ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6515c label 88e6af70 has currently 20  is available
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: US-EUC-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down useucc1111r01wescoaircraftcom is down
Service is up and running,JDE CNC Technical, NODE ALERT: ITEST2.WESCOHQ.COM is Down, node alert itest2wescohqcom is down
Webserver restarted and the component is UP now.,Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws04.tcmis.com is Down,critical alert  a tcmis services 20 component  on tcmprdws04tcmiscom is down
Webserver restarted and the component is UP now.,Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws04.tcmis.com is Down,alert  a m5 monitoring tomcat component  on tcmprdws04tcmiscom is down
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A MoveIT Transfer Server component  on G-MOVEITDMZ01 is in a current state of: Down,critical alert  a moveit transfer server component  on gmoveitdmz01 is in a current state of down
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",JDE CNC Technical, NODE ALERT: VALJDELOG01 has rebooted, node alert valjdelog01 has rebooted
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CN-HAN-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down cnhanc1111r01wescoaircraftcom is down
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash
",JDE CNC Technical, NODE ALERT: DEVJDEJAS2 has rebooted, node alert devjdejas2 has rebooted
"Issue Identification: CPU Utilization on AUS-BIPRD-PUB02 is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,alert cpu utilization on ausbiprdpub02 is critical	
"Application: Distributed File System (DFS) 

Application Component: DFS Namespace(Up), Service: DFS Namespace(Up), Service: DFS Replication(Up), DFS Replication State(Up), DFS Volume State(Up), Warning: Failed to Contact Configuration on DC(Up), Warning: Staging Space above High Watermark(Up), Warning: Failed to Clean Old Staging Data(Up), Warning: Staging Space above Staging Quota(Up), Warning: File Prevented from Replication(Up), Warning: No Configured Connections for Replication Folder(Up), Error: Failed to Contact DC(Up), Error: Replication Stopped(Up), Error: File Changed on Multiple Servers(Up), Error: Communication with Partner(Up), Error: Host Unreachable(Up), Error: Partner Didn't Recognize the Connection(Up), Error: Connection with Partner Removed or Disabled(Up), Error: Invalid Local Path to Replication Folder(Up), Warning: No Free Space for Replication(Up), DFS Replication(Up) 

Application State: Up

Node: AUS-DFS01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.11.58

This issue occurred on Thursday, June 9, 2022 11:07 PM CT.
",Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,critical alert  a distributed file system dfs component  on ausdfs01 is in a current state of down
