close notes,resolver grp,summary
"Issue Identification: A Baseline Services_Windows component  on XA6513 is in a current state of: Down
Resolution: We have restarted the CrowdStrike Falcon Sensor Service now all automatic services are  up and running fine. 
SolarWinds Confirmation (Yes/No):  Yes.
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on XA6513 is in a current state of: Down
Application component is UP now.,Linux Support,ALERT:  A Baseline _Linux component  on tcmdev-sdsadm01.haasgroupintl.com is  Down
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed
",JDE CNC Technical, NODE ALERT: GJDEWEB04 has rebooted
"Hello all,
Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Ravi Varma",JDE CNC Technical,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB04 is in a current state of: Down
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed
",JDE CNC Technical, NODE ALERT: GJDEWEB06 has rebooted
"Issue Identification: NODE Down ALERT: XA6501 is Down.
Resolution: Due to the selected VDI disk not working so we have changed the option to prod disk, Now it's working fine. 
SolarWinds Confirmation (Yes/No):  Yes. ",Citrix Support,NODE Down ALERT: XA6501 is Down
Alert reset - issue detected as resolved by Orion,Windows Support,ALERT: Critical disk utilization in NIMBUS
Now the utilization is normal. Reset email generated.,Linux Support,Alert: Memory Utilization on tcmprd-haasr07.tcmis.com is warning
"Node Name:TXAU-SQL19-N1

Node Description: Windows 2019 Server

Volume Name: D:\ Label:Data 242E734E
% Available: 25 %

Total size: 1.0 T

Percent used: 75 %

Space available: 256.3 G
",Windows Support,ALERT: Critical disk utilization in TXAU-SQL19-N1
"Issue Identification: Memory Utilization on usauitadmust01 is : 98 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Critical Alert: Memory Utilization on usauitadmust01 is : 98 %
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down
Alert reset - issue detected as resolved by Orion,Windows Support,Critical Alert: Memory Utilization on SGSVSFS1 is : 98 %
"Issue Identification: ALERT: DISK SPACE on XA6519-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6519-C:\ Label: 88E6AF70 has currently 20 % is available
Alert reset - issue detected as resolved by Orion,Windows Support,ALERT: Critical disk utilization in CAV-SQLDW03
auto resolved,MS SQL Database Support,ALERT: DISK SPACE on CAV-SQLDW01-E:\ Label:SQL_DATA 34580907 has currently 15 % is available
"Issue Identification: ALERT:Critical disk utilization in usauitadmust01
Resolution: Alert reset - issue detected as resolved by Orion, After the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,ALERT: Critical disk utilization in usauitadmust01
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Warning	
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	
"Issue Identification: Memory Utilization on GBVVSCL3 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %
"Issue Identification: CPU Utilization on usauitadmust01 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on usauitadmust01 is Critical	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IT-FRO-2960S-S01.wescoaircraft.com is Down
issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVVSSQ6 is : 94 %
Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVVSSQ6 is : 94 %
"Issue Identification: ALERT:  DISK SPACE on XA6510-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6510-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-WIT-2960G-BCFT-S01.wescoaircraft.com is Down
Now the utilization is normal. Reset email generated.,Linux Support,Alert: Memory Utilization on tcmprd-haasr02.tcmis.com is in Critical
"Issue Identification: ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 20 % is available
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - BCFT: Wichita - AMER - 370 North Webb Road 100 East Building 20, Wichita, KS 67206, USA"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on AUS-BIPRD-PUB01 is : 97 %
"Issue Identification: ALERT: DISK SPACE on XA6503-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6503-C:\ Label: 88E6AF70 has currently 19 % is available
"Issue Identification: ALERT:   DISK SPACE on XA6527-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6527-C:\ Label: 88E6AF70 has currently 20 % is available
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	
"Issue Identification: ALERT: DISK SPACE on XA6513-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6513-C:\ Label: 88E6AF70 has currently 20 % is available
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-BI02 is Critical	
Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 2 - Non-Critical Device Down: US-CSP-891-R01.wescoaircraft.com is Down
"Web instances are working fine and CPU utilization is normal after restart.
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical,Alert: CPU Utilization in GJDEWEB01 is Critical	
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Alert: CPU Utilization on usauitadmust01 is Critical	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-WIT-891-CESPA-R01.wescoaircraft.com is Down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 2 - Non-Critical Device Down: US-CSP-891-R01.wescoaircraft.com is Down
"Issue Identification: ALERT: DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6517-C:\ Label: 88E6AF70 has currently 20 % is available
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 2 - Non-Critical Device Down: US-CSP-891-R01.wescoaircraft.com is Down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-WIT-891-CESPA-R01.wescoaircraft.com is Down
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier2  - Colorado Springs - AMER - 1275 North Newport Road, Colorado Springs, Colorado 80913, USA"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Critical	
"Issue Identification: ALERT: DISK SPACE on XA6526-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6526-C:\ Label: 88E6AF70 has currently 20 % is available
"Issue Identification: ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available
"Issue Identification: ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 20 % is available
"Issue Identification: Memory Utilization on USAZSCCMCAS01 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 94 %
"Issue Identification: ALERT:  DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 18 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 18 % is available
"Issue Identification: Memory Utilization on AUS-ORIONAPP02 is : 97 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on AUS-ORIONAPP02 is : 97 %
"Issue Identification: ALERT: DISK SPACE on XA6505-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6505-C:\ Label: 88E6AF70 has currently 20 % is available
"Issue Identification: ALERT:  DISK SPACE on XA6514-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6514-C:\ Label: 88E6AF70 has currently 19 % is available
"Issue Identification: ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post schedule reboot the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6506-C:\ Label: 88E6AF70 has currently 20 % is available
Webserver restarted and the component is UP now.,Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws04.tcmis.com is Down
Webserver restarted and the component is UP now.,Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws04.tcmis.com is Down
