,ClosureDate,Type,Region,Category,Country,Group,Summary,TSC,Summary_c,Summary_lemma,Summary_POS_Removed
1849,10-10-2022,Incident,AM,Laptop,United States,Deskside,Reported Issue - Laptop/Disk Space full. ,Y,reported issue  laptopdisk space full ,report issue   laptopdisk space full,report issue space
1850,28-09-2022,Incident,AM,Email,United States,Deskside,Email - Online Archive issues,Y,email  online archive issues,email   online archive issue,online issue
1851,29-09-2022,Incident,AM,Laptop,United States,Deskside, Hardware - Laptop acces issues / Laptop used to belong to the outprocess user Gabby.Juarez,Y, hardware  laptop acces issues  laptop used to belong to the outprocess user gabbyjuarez,  hardware   laptop acce issue   laptop use to belong to the outprocess user gabbyjuarez,hardware acce issue use outprocess user gabbyjuarez
1852,28-09-2022,Incident,AM,,Canada,Deskside,Admin Credentials coming up when the user turns on the computer,Y,admin credentials coming up when the user turns on the computer,admin credential come up when the user turn on the computer,user turn computer
1853,27-09-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Lost Bluetooth capability on his laptop. ,Y,hardware issue  lost bluetooth capability on his laptop ,hardware issue   lose bluetooth capability on his laptop,hardware issue capability laptop
1854,27-09-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop will not connect to monitors,Y,hardware issue  laptop will not connect to monitors,hardware issue   laptop will not connect to monitor,hardware issue laptop
1855,27-09-2022,Incident,AM,Printer,United States,Deskside,BAC - Printer / Assistance,Y,bac  printer  assistance,bac   printer   assistance,bac printer assistance
1856,28-09-2022,Incident,AM,,United States,Deskside,PowerPoint -  Error message,Y,powerpoint   error message,powerpoint    error message,powerpoint error message
1857,28-09-2022,Incident,AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Performance Issues,Y,jll hardware issue  laptop performance issues,jll hardware issue   laptop performance issue,jll hardware issue performance issue
1858,29-09-2022,Incident,AM,,United States,Deskside,JLL Office Unable to open Files saved ,Y,jll office unable to open files saved ,jll office unable to open file save,jll office file save
1859,27-09-2022,Incident,AM,Laptop,United States,Deskside,JLL Hardware Issue - Monitor Falling Replacement laptop Assistance,Y,jll hardware issue  monitor falling replacement laptop assistance,jll hardware issue   monitor fall replacement laptop assistance,jll hardware issue replacement assistance
1860,11-11-2022,Incident,AM,,United States,Deskside,JLL Admin Rights fiery  tool and applications,Y,jll admin rights fiery  tool and applications,jll admin right fiery   tool and application,jll admin fiery tool application
1861,27-09-2022,Incident,AM,Laptop,Canada,Deskside,Hardware Issue - Laptop nd Display monitor not connecting,Y,hardware issue  laptop nd display monitor not connecting,hardware issue   laptop nd display monitor not connect,hardware issue nd display monitor
1862,05-10-2022,Incident,AM,M365,United States,Deskside,Microsoft Word - Recover Corrupt File ,Y,microsoft word  recover corrupt file ,microsoft word   recover corrupt file,word recover file
1863,27-09-2022,Incident,AM,,Canada,Deskside,Application Installation - Visio,Y,application installation  visio,application installation   visio,application installation visio
1864,04-10-2022,Incident,AM,Email,United States,Deskside,Reported Issue - Application - Outlook (desktop),Y,reported issue  application  outlook desktop,report issue   application   outlook desktop,report issue application outlook desktop
1865,07-11-2022,Incident,AM,Laptop,United States,Deskside, Hardware - Laptop(MAC update),Y, hardware  laptopmac update,  hardware   laptopmac update,hardware laptopmac update
1866,28-09-2022,Incident,AM,,United States,Deskside,Adobe Acrobat Pro DC  -  The application freeze if the user tries to use a digital signature.,Y,adobe acrobat pro dc    the application freeze if the user tries to use a digital signature,adobe acrobat pro dc     the application freeze if the user try to use a digital signature,adobe acrobat application freeze user try signature
1867,03-10-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,hardware issue  laptop performance,hardware issue   laptop performance,hardware issue performance
1868,27-09-2022,Incident,AM,,United States,Deskside,Software - Unable to install CPS VPN / Admin Credentials required,Y,software  unable to install cps vpn  admin credentials required,software   unable to install cps vpn   admin credential require,software require
1869,06-10-2022,Incident,AM,Email,United States,Deskside,Outlook - Slowness ,Y,outlook  slowness ,outlook   slowness,outlook slowness
1870,06-10-2022,Incident,AM,Password,United States,Deskside,Mac - Password/ Computer Sync,Y,mac  password computer sync,mac   password computer sync,mac password computer sync
1871,28-09-2022,Incident,AM,Printer,United States,Deskside, Printer issues / Admin rights are required to update drivers,Y, printer issues  admin rights are required to update drivers,  printer issue   admin right be require to update driver,printer issue driver
1872,29-09-2022,Incident,AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
1873,03-10-2022,Incident,AM,,United States,Deskside, Adobe Acrobat Pro DC -  Installation issues / Assistance,Y, adobe acrobat pro dc   installation issues  assistance,  adobe acrobat pro dc    installation issue   assistance,adobe acrobat dc installation issue assistance
1874,29-09-2022,Incident,AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,network issues  vpn  connectivity,network issue   vpn   connectivity,network issue vpn connectivity
1875,03-10-2022,Incident,AM,Windows / OS,United States,Deskside,Reported Issue - Application - ,Y,reported issue  application  ,report issue   application  ,report issue application
1876,28-09-2022,Incident,AM,,United States,Deskside,RE: Fiery Driver Updater,Y,re fiery driver updater,re fiery driver updater,re fiery driver updater
1877,28-09-2022,Incident,AM,,United States,Deskside,JLL  Chrome Web Browser JLL gmail account profile,Y,jll  chrome web browser jll gmail account profile,jll   chrome web browser jll gmail account profile,jll chrome browser jll gmail account profile
1878,27-09-2022,Incident,AM,Laptop,United States,Deskside,Tracy Weishaar-Hardware Issue - Laptop,Y,tracy weishaarhardware issue  laptop,tracy weishaarhardware issue   laptop,tracy issue laptop
1879,29-09-2022,Incident,AM,Network,Canada,Deskside,JLL Network Frequent Lock Out  on the office,Y,jll network frequent lock out  on the office,jll network frequent lock out   on the office,jll network lock office
1880,27-09-2022,Incident,AM,Email,United States,Deskside,BAC - Outlook - Access issues,Y,bac  outlook  access issues,bac   outlook   access issue,bac outlook access issue
1881,28-09-2022,Incident,AP,,India,Deskside,Admin rights are not working in AM VDI ,Y,admin rights are not working in am vdi ,admin right be not work in am vdi,vdi
1882,21-12-2022,Incident,AM,,United States,Deskside,Subject: Re: Site blocked  Razer download site,Y,subject re site blocked  razer download site,subject re site block   razer download site,re site block razer download site
1883,07-10-2022,Incident,AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,hardware issue  docking station,hardware issue   docking station,hardware issue station
1884,07-10-2022,Incident,AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,reported issue  application  microsoft teams  imchatdesktop client function,report issue   application   microsoft team   imchatdesktop client function,report issue application team imchatdesktop client function
1885,03-10-2022,Incident,AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,network issues  vpn  connectivity,network issue   vpn   connectivity,network issue vpn connectivity
1886,28-09-2022,Incident,AM,,United States,Deskside,Application Issue - JLL Sharepoint Site - Unable to Save Changes,Y,application issue  jll sharepoint site  unable to save changes,application issue   jll sharepoint site   unable to save change,application issue jll sharepoint site change
1887,28-09-2022,Incident,AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,hardware issue  printer,hardware issue   printer,hardware issue printer
1888,06-10-2022,Incident,AM,,United States,Deskside,iTunes - Install,Y,itunes  install,itune   install,itune install
1889,25-10-2022,Incident,AM,Laptop,United States,Deskside,Laptop is restarting by itself,Y,laptop is restarting by itself,laptop be restart by itself,
1890,06-10-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,hardware issue  laptop performance,hardware issue   laptop performance,hardware issue performance
1891,28-09-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Admin Rights.,Y,hardware issue  laptop admin rights,hardware issue   laptop admin right,hardware issue
1892,29-09-2022,Incident,AM,,United States,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,application issue  adobe acrobat or nitro pdf,application issue   adobe acrobat or nitro pdf,application issue adobe acrobat pdf
1893,12-10-2022,Incident,AM,,United States,Deskside,MapIT/ArcGIS - Software Update,Y,mapitarcgis  software update,mapitarcgis   software update,mapitarcgis software update
1894,28-09-2022,Incident,AM,Access,Canada,Deskside,Network Drive - Access issues,Y,network drive  access issues,network drive   access issue,network drive access issue
1895,28-09-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Audio Issues.,Y,hardware issue  laptop audio issues,hardware issue   laptop audio issue,hardware issue issue
1896,07-10-2022,Incident,AM,Password,United States,Deskside,Chrome - Is not saving Bookmarks and passwords.,Y,chrome  is not saving bookmarks and passwords,chrome   be not save bookmark and password,chrome bookmark password
1897,18-10-2022,Incident,AM,,Canada,Deskside,OneDrive - Backup information.,Y,onedrive  backup information,onedrive   backup information,backup information
1898,10-10-2022,Incident,AM,Hardware,United States,Deskside,Hardware Issue - Monitor (Cable),Y,hardware issue  monitor cable,hardware issue   monitor cable,hardware issue monitor cable
1899,28-09-2022,Incident,AM,,United States,Deskside,IT Info requested,Y,it info requested,it info request,request
1900,28-09-2022,Incident,AM,M365,United States,Deskside,Microsoft Office - MS Forms Issues.,Y,microsoft office  ms forms issues,microsoft office   ms form issue,office ms form issue
1901,28-09-2022,Incident,AM,Access,United States,Deskside,AutoCAD - Unable to access/update the software - Admin credentials require to update software. ,Y,autocad  unable to accessupdate the software  admin credentials require to update software ,autocad   unable to accessupdate the software   admin credential require to update software,software require software
